State,City,Location,Year,SO2 monitoring Days / Year,SO2 Minimum,SO2 Maximum,SO2 Annual Avg,NO2 monitoring Days / Year,NO2 Minimum,NO2 Maximum,NO2 Annual Avg,PM10 monitoring Days / Year,PM10 Minimum,PM10 Maximum,PM10 Annual Avg,PM25 monitoring Days / Year,PM25 Minimum,PM25 Maximum,PM25 Annual Avg
Goa,Honda,"Honda Junction, Sattari",2017,0,0,0,0,105,8,21,14,105,26,273,86,105,8,88,27
Goa,Honda,"Honda Junction, Sattari",2018,64,5,10,8,64,8,17,13,65,22,145,62,65,7,44,20
Goa,Kundaim,Kundaim Industrial Estate,2016,101,2,10,5,101,5,20,10,101,20,118,62,101,7,37,21
Goa,Kundaim,Kundaim Industrial Estate,2017,0,0,0,0,105,8,20,14,105,24,122,56,105,8,37,18
Goa,Kundaim,Kundaim Industrial Estate,2018,66,5,12,8,66,7,26,14,66,21,185,69,66,7,56,22
Goa,Mapusa,Mapusa town,2016,91,2,23,3,91,5,28,11,91,13,424,117,17,10,124,33
Goa,Mapusa,Mapusa town,2017,0,0,0,0,40,5,34,12,41,15,177,87,0,0,0,0
Goa,Mapusa,Mapusa town,2018,80,2,20,4,80,5,23,7,83,10,206,73,0,0,0,0
Goa,Margao,Margao Town,2016,92,2,15,5,92,5,19,11,92,18,144,69,91,6,46,24
Goa,Margao,Margao Town,2017,0,0,0,0,105,8,21,14,105,25,117,58,105,8,46,19
Goa,Margao,Margao Town,2018,64,5,9,7,64,8,17,13,64,22,94,57,64,7,30,18
Goa,Mormugao,"Fire Brigade Station, Port Trust",2017,0,0,0,0,7,5,17,9,7,58,177,103,0,0,0,0
Goa,Mormugao,"Fire Brigade Station, Port Trust",2018,62,2,18,5,62,5,27,11,62,21,300,101,19,7,64,38
Goa,Panaji,"Old GSPCB premises, Patto",2016,90,2,13,4,90,5,69,11,90,14,267,68,11,35,123,70
Goa,Panaji,"Old GSPCB premises, Patto",2017,0,0,0,0,88,5,37,14,88,19,361,105,28,9,99,47
Goa,Panaji,"Old GSPCB premises, Patto",2018,69,2,20,6,69,5,25,12,69,12,149,68,6,2,19,8
Goa,Ponda,Ponda Town,2016,92,2,14,5,92,5,20,11,92,21,139,68,92,8,41,22
Goa,Ponda,Ponda Town,2017,0,0,0,0,105,7,20,14,105,25,153,73,105,8,48,23
Goa,Ponda,Ponda Town,2018,56,5,11,8,55,9,19,13,55,20,257,93,55,6,84,29
Goa,Sanguem,"Near Railway Station at Kalem, Sanguem",2016,102,4,10,6,102,9,15,11,102,16,72,44,102,11,31,20
Goa,Sanguem,"Near Railway Station at Kalem, Sanguem",2017,0,0,0,0,103,8,16,13,103,32,88,59,103,16,46,29
Goa,Sanguem,"Near Railway Station at Kalem, Sanguem",2018,66,5,15,9,66,9,20,13,65,28,83,61,65,12,46,31
Goa,Tilamol,"Quepem, Tilamol",2016,98,4,13,6,98,8,16,11,98,15,81,46,98,11,33,21
Goa,Tilamol,"Quepem, Tilamol",2017,0,0,0,0,104,11,18,14,104,38,96,63,104,17,48,32
Goa,Tilamol,"Quepem, Tilamol",2018,51,6,12,9,51,10,22,14,51,25,141,81,51,12,71,44
Goa,Tuem,Tuem Industrial Estate,2016,94,2,9,4,94,5,20,9,94,15,154,61,72,6,39,19
Goa,Tuem,Tuem Industrial Estate,2017,0,0,0,0,105,9,35,15,105,25,169,58,105,8,53,18
Goa,Tuem,Tuem Industrial Estate,2018,64,5,11,8,64,10,17,13,64,25,87,54,64,8,27,17
Goa,Usgao,"Fire Brigade Station, Port Trust",2016,92,2,33,5,0,0,0,0,0,0,0,0,0,0,0,0
Goa,Usgao,"Usgao Plae, Junction, Ponda",2016,84,2,10,5,84,5,21,11,84,28,131,64,84,10,42,21
Goa,Usgao,"Usgao Plae, Junction, Ponda",2017,0,0,0,0,104,8,20,14,105,28,177,74,105,9,57,24
Goa,Usgao,"Usgao Plae, Junction, Ponda",2018,64,5,11,7,64,9,17,13,64,24,102,59,64,8,32,19
Goa,Vasco,"Fire Brigade Station, Port Trust",2016,0,0,0,0,93,5,18,8,93,28,306,115,58,12,123,44
Goa,Vasco,"Fuse Call Office, Mormugao",2016,79,2,24,5,79,5,34,11,79,26,325,90,23,23,167,67
Goa,Vasco,"Fuse Call Office, Mormugao",2017,0,0,0,0,89,3,26,11,90,13,261,89,0,0,0,0
Goa,Vasco,"Fuse Call Office, Mormugao",2018,85,2,17,5,85,5,79,11,85,17,304,83,8,15,98,60
Goa,cuncolim,cuncolim,2016,101,4,20,10,101,9,26,15,101,35,129,67,101,10,137,35
Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",2016,95,8,31,15,95,12,49,29,95,83,192,108,95,21,59,34
Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",2017,0,0,0,0,96,19,39,30,96,88,148,115,96,27,46,37
Gujarat,Ahmedabad,"AZL Behrampura, Ahmadabad",2018,105,9,33,17,105,17,70,30,105,118,327,239,105,36,97,74
Gujarat,Ahmedabad,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",2016,51,9,28,16,51,14,41,28,51,84,147,105,51,25,47,33
Gujarat,Ahmedabad,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",2017,0,0,0,0,87,18,41,29,87,88,151,115,87,28,48,37
Gujarat,Ahmedabad,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",2018,103,9,38,16,103,19,78,32,104,101,408,223,104,31,134,70
Gujarat,Ahmedabad,Cadilla Bridge Narol,2016,104,9,30,14,104,12,50,28,104,87,148,108,104,24,47,34
Gujarat,Ahmedabad,Cadilla Bridge Narol,2017,0,0,0,0,104,17,40,29,104,92,446,136,104,30,96,40
Gujarat,Ahmedabad,Cadilla Bridge Narol,2018,104,9,49,18,104,11,66,30,104,130,419,258,104,42,128,81
Gujarat,Ahmedabad,"Dyno Wash,27 Ilaben Estate",2016,51,9,28,16,51,14,41,28,51,84,147,105,51,25,47,33
Gujarat,Ahmedabad,"Dyno Wash,27 Ilaben Estate",2017,0,0,0,0,105,20,51,31,105,72,486,144,105,29,98,42
Gujarat,Ahmedabad,L.D. Engg. College,2016,105,7,25,13,105,9,42,25,105,81,210,110,105,24,65,34
Gujarat,Ahmedabad,L.D. Engg. College,2017,0,0,0,0,105,18,43,26,105,91,196,118,104,27,97,39
Gujarat,Ahmedabad,L.D. Engg. College,2018,104,10,33,15,104,15,70,29,104,118,329,197,104,33,185,62
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",2016,86,9,22,13,86,12,47,28,86,81,149,110,86,24,131,35
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",2017,0,0,0,0,89,20,42,29,90,85,179,116,89,29,53,37
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",2018,95,10,32,17,95,18,46,27,95,134,334,217,95,40,96,68
Gujarat,Ahmedabad,"R.C. Technical High School, Mirzapur",2016,96,7,27,13,96,10,47,27,96,76,152,108,96,22,49,33
Gujarat,Ahmedabad,"R.C. Technical High School, Mirzapur",2017,0,0,0,0,95,19,39,28,95,87,157,113,95,27,49,36
Gujarat,Ahmedabad,"R.C. Technical High School, Mirzapur",2018,104,9,28,14,104,16,53,28,104,108,408,199,104,24,112,62
Gujarat,Ahmedabad,Rallis India Ltd.,2016,96,7,20,12,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Ahmedabad,"Reliable Products, 61/62 Ilaben estate,PiranaDump Site,Narol (previous Dyno Wash)",2018,104,9,32,18,104,17,52,31,104,150,504,324,104,46,143,96
Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur",2016,131,8,26,13,131,11,44,28,131,85,175,110,131,21,55,34
Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur",2017,0,0,0,0,96,20,39,28,96,85,152,112,96,27,48,36
Gujarat,Ahmedabad,"Shardaben Hospital, Saraspur",2018,103,9,32,15,103,18,59,29,104,114,378,218,104,25,106,68
Gujarat,Ahmedabad,Sola L.T. Chanakyapuri Pumping Station,2017,0,0,0,0,78,20,41,28,78,90,157,112,78,28,49,36
Gujarat,Ahmedabad,Sola L.T. Chanakyapuri Pumping Station,2018,105,8,37,17,105,9,74,29,105,120,374,249,105,38,109,78
Gujarat,Anklesvar,"Durga Traders, Bhavanafarm Society",2016,96,7,29,12,96,10,36,20,96,74,142,104,96,24,45,32
Gujarat,Anklesvar,"Durga Traders, Bhavanafarm Society",2017,0,0,0,0,104,14,40,25,104,81,143,106,104,26,67,35
Gujarat,Anklesvar,"Durga Traders, Bhavanafarm Society",2018,103,7,28,16,103,15,56,25,105,97,245,149,105,11,75,46
Gujarat,Anklesvar,Rallis India Ltd.,2016,0,0,0,0,96,10,38,22,96,81,139,104,96,21,47,33
Gujarat,Anklesvar,Rallis India Ltd.,2017,0,0,0,0,104,18,36,25,104,87,189,109,104,27,53,35
Gujarat,Anklesvar,Rallis India Ltd.,2018,105,10,31,16,105,17,41,25,105,99,218,148,105,27,75,46
Gujarat,Jamnagar,Fisheries Office,2016,105,7,27,13,105,9,49,24,105,63,174,92,105,16,55,29
Gujarat,Jamnagar,Fisheries Office,2017,0,0,0,0,99,10,60,23,99,73,203,104,99,23,70,36
Gujarat,Jamnagar,Fisheries Office,2018,105,10,35,17,105,12,59,21,105,87,272,137,105,22,107,44
Gujarat,Rajkot,GPCB Regional Offce,2016,97,7,25,14,97,8,46,20,97,56,160,89,97,17,57,31
Gujarat,Rajkot,GPCB Regional Offce,2017,0,0,0,0,95,11,49,21,95,80,203,98,95,25,72,34
Gujarat,Rajkot,GPCB Regional Offce,2018,105,10,37,19,105,13,80,24,105,105,326,190,105,36,112,61
Gujarat,Rajkot,Nr. Sardhara Industrial Corporation,2016,105,6,23,13,105,10,45,21,105,64,171,96,105,18,55,33
Gujarat,Rajkot,Nr. Sardhara Industrial Corporation,2017,0,0,0,0,95,12,58,23,95,80,347,115,94,26,102,39
Gujarat,Rajkot,Nr. Sardhara Industrial Corporation,2018,104,10,38,19,104,12,59,23,104,108,411,215,104,27,112,67
Gujarat,Surat,"B.R.C. High School, Udhna",2016,69,6,26,14,69,9,48,22,69,66,141,96,69,21,54,33
Gujarat,Surat,"B.R.C. High School, Udhna",2017,0,0,0,0,104,12,84,27,104,88,323,120,104,26,96,40
Gujarat,Surat,"B.R.C. High School, Udhna",2018,104,11,65,28,104,13,87,36,104,109,401,236,104,34,126,71
Gujarat,Surat,Near Air India Office,2016,104,7,22,13,104,9,48,24,104,61,158,94,104,20,64,32
Gujarat,Surat,Near Air India Office,2017,0,0,0,0,105,11,85,28,105,78,211,104,105,22,156,35
Gujarat,Surat,Near Air India Office,2018,104,10,50,20,104,12,59,26,104,94,318,184,104,31,96,61
Gujarat,Surat,S.V.R. Engg. College,2016,105,7,22,13,105,9,45,21,105,62,162,86,105,16,51,29
Gujarat,Surat,S.V.R. Engg. College,2017,0,0,0,0,104,11,49,22,104,72,128,95,104,21,54,31
Gujarat,Surat,S.V.R. Engg. College,2018,105,8,49,19,105,13,57,25,105,87,150,109,105,22,59,37
Gujarat,Vadodara,CETP Nandesari,2016,80,7,27,15,80,9,46,25,80,70,208,99,80,18,62,32
Gujarat,Vadodara,CETP Nandesari,2017,103,9,37,18,103,11,54,25,103,83,292,120,103,8,94,40
Gujarat,Vadodara,CETP Nandesari,2018,104,10,43,22,104,13,54,27,104,111,391,239,104,35,108,73
Gujarat,Vadodara,Dandia Bazaar,2016,88,6,25,14,88,10,49,24,88,57,204,90,88,13,46,29
Gujarat,Vadodara,Dandia Bazaar,2017,101,9,32,17,101,11,53,24,101,83,248,117,101,22,83,39
Gujarat,Vadodara,Dandia Bazaar,2018,104,10,42,20,104,13,60,25,104,102,326,196,104,35,102,63
Gujarat,Vadodara,"GPCB Office, Geri Vasahat",2016,89,7,23,13,89,10,47,24,89,51,151,89,89,12,50,29
Gujarat,Vadodara,"GPCB Office, Geri Vasahat",2017,0,0,0,0,99,9,48,22,100,74,151,96,100,21,52,33
Gujarat,Vadodara,"GPCB Office, Geri Vasahat",2018,104,10,35,19,104,13,46,23,104,109,249,167,104,25,84,55
Gujarat,Vadodara,Lubrizol,2017,87,8,28,15,87,10,32,20,87,78,122,97,87,25,44,33
Gujarat,Vadodara,Lubrizol,2018,101,10,65,21,101,13,85,26,101,96,322,177,101,30,100,57
Gujarat,Vadodara,Padia,2017,102,10,20,13,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Vadodara,"Sterling Gelatin Guest House, Vill- Karakhadi Padia",2017,0,0,0,0,102,12,47,23,102,82,253,111,102,27,82,37
Gujarat,Vadodara,"Sterling Gelatin Guest House, Vill- Karakhadi Padia",2018,104,9,33,15,104,17,46,24,104,98,228,162,104,29,82,52
Gujarat,Vapi,"GEB, IIIrd Phase, GIDC",2016,105,8,24,13,105,12,48,26,105,80,144,105,105,23,46,33
Gujarat,Vapi,"GEB, IIIrd Phase, GIDC",2017,93,9,19,14,93,17,36,26,92,89,175,116,93,28,54,37
Gujarat,Vapi,"GEB, IIIrd Phase, GIDC",2018,102,9,38,18,102,18,58,27,102,113,317,189,102,36,96,59
Gujarat,Vapi,"Vapi Nagar Palika, Vapi",2016,105,8,22,13,105,9,38,22,105,80,143,104,105,24,45,32
Gujarat,Vapi,"Vapi Nagar Palika, Vapi",2017,87,9,19,13,87,17,38,24,87,86,148,112,85,27,47,36
Gujarat,Vapi,"Vapi Nagar Palika, Vapi",2018,105,9,29,15,105,13,38,22,105,98,296,153,105,29,98,48
Haryana,Hissar,Urban Estate - II,2017,42,5,11,6,42,7,11,8,43,60,693,220,0,0,0,0
Haryana,Hissar,Urban Estate - II,2018,66,5,14,10,66,6,12,9,67,46,306,140,0,0,0,0
Haryana,Yamunanagar,Ballarpur Industries,2017,13,11,18,13,13,21,31,25,13,34,224,104,0,0,0,0
Himachal Pradesh,Baddi,AHC barotiwala,2016,12,2,2,2,12,15,26,20,12,54,116,83,0,0,0,0
Himachal Pradesh,Baddi,AHC barotiwala,2017,57,1,2,2,57,16,28,21,58,115,205,150,0,0,0,0
Himachal Pradesh,Baddi,AHC barotiwala,2018,118,2,3,2,117,15,56,24,119,51,463,136,0,0,0,0
Himachal Pradesh,Baddi,Housing Board,2016,140,2,2,2,140,15,39,21,140,42,236,112,0,0,0,0
Himachal Pradesh,Baddi,Housing Board,2017,140,1,2,2,140,18,37,26,145,43,344,171,0,0,0,0
Himachal Pradesh,Baddi,Housing Board,2018,139,2,3,2,138,21,51,32,141,55,659,169,0,0,0,0
Himachal Pradesh,Baddi,Industry Department Office Building,2016,10,2,2,2,10,19,30,23,11,39,163,75,0,0,0,0
Himachal Pradesh,Baddi,Industry Department Office Building,2017,60,1,2,1,60,23,38,30,60,131,285,196,0,0,0,0
Himachal Pradesh,Baddi,Industry Department Office Building,2018,117,2,3,2,115,17,55,35,117,81,644,186,0,0,0,0
Himachal Pradesh,Damtal,Old Road,2016,119,2,2,2,119,5,40,11,128,18,159,71,0,0,0,0
Himachal Pradesh,Damtal,Old Road,2017,118,2,2,2,118,5,17,9,123,15,105,58,0,0,0,0
Himachal Pradesh,Damtal,Old Road,2018,132,2,2,2,132,6,24,10,132,22,281,61,123,5,95,27
Himachal Pradesh,Damtal,Regional Office,2016,139,2,2,2,139,5,35,12,143,14,248,98,0,0,0,0
Himachal Pradesh,Damtal,Regional Office,2017,129,2,2,2,129,5,26,11,136,26,125,67,0,0,0,0
Himachal Pradesh,Damtal,Regional Office,2018,117,2,2,2,117,7,16,10,117,26,589,64,76,5,148,25
Himachal Pradesh,Dharamshala,"Daari, Dharamshala",2016,146,2,2,2,146,5,14,7,147,12,120,42,0,0,0,0
Himachal Pradesh,Dharamshala,"Daari, Dharamshala",2017,123,2,2,2,123,3,11,6,131,10,64,37,0,0,0,0
Himachal Pradesh,Dharamshala,"Daari, Dharamshala",2018,118,2,2,2,119,5,19,7,130,11,192,41,110,0,79,22
